,asia,tub,smoke,lung,bronc,either,xray,dysp
1394,no,no,no,no,no,no,no,no
1395,no,no,no,no,no,no,no,no
1396,no,no,no,no,yes,no,no,no
1397,no,no,yes,no,no,no,no,no
1398,no,no,no,no,yes,no,no,yes
1399,no,no,no,no,yes,no,no,yes
1400,yes,no,yes,no,yes,no,no,yes
1401,no,no,yes,no,yes,no,no,yes
1402,no,no,no,no,yes,no,no,no
1403,no,no,yes,no,no,no,no,no
1404,no,no,no,no,no,no,no,no
1405,no,no,yes,no,yes,no,no,no
1406,no,no,no,no,no,no,no,no
1407,no,no,yes,no,yes,no,no,yes
1408,no,no,yes,no,yes,no,no,yes
1409,no,yes,no,no,no,yes,yes,yes
1410,no,no,yes,no,no,no,no,no
1411,no,no,no,no,yes,no,no,yes
1412,no,no,no,no,no,no,no,no
1413,no,no,no,no,yes,no,no,yes
1414,no,no,yes,no,yes,no,no,yes
1415,no,no,yes,no,no,no,no,no
1416,no,no,yes,no,yes,no,no,yes
1417,no,no,no,no,yes,no,no,no
1418,no,no,no,no,yes,no,no,no
1419,no,no,no,no,yes,no,no,no
1420,no,no,no,no,no,no,yes,no
1421,no,no,yes,no,yes,no,no,yes
1422,no,no,no,no,no,no,no,no
1423,no,no,no,no,no,no,yes,no
1424,no,no,yes,no,no,no,no,no
1425,no,no,no,no,yes,no,no,no
1426,no,no,no,no,no,no,no,no
1427,no,no,yes,no,yes,no,no,yes
1428,no,no,yes,no,yes,no,no,no
1429,no,no,yes,no,yes,no,no,yes
1430,no,no,yes,no,yes,no,no,yes
1431,no,no,no,no,no,no,no,no
1432,no,no,yes,no,no,no,no,no
1433,no,no,yes,yes,yes,yes,yes,yes
1434,no,no,no,no,yes,no,no,yes
1435,no,no,yes,no,yes,no,no,yes
1436,no,no,yes,no,yes,no,no,yes
1437,no,no,no,no,no,no,no,no
1438,no,no,yes,no,no,no,no,no
1439,no,no,yes,no,yes,no,no,no
1440,no,no,yes,no,no,no,no,no
1441,no,no,no,no,no,no,no,yes
1442,yes,no,no,no,no,no,no,no
1443,no,no,yes,no,no,no,no,no
1444,no,no,yes,no,no,no,yes,no
1445,no,no,yes,no,yes,no,no,yes
1446,no,no,yes,no,no,no,no,no
1447,no,no,no,no,yes,no,no,yes
1448,no,no,no,no,no,no,no,no
1449,no,no,yes,no,yes,no,no,yes
1450,no,no,yes,no,yes,no,no,yes
1451,no,no,no,no,yes,no,no,yes
1452,no,no,yes,no,yes,no,no,yes
1453,no,no,no,no,no,no,no,no
1454,no,no,no,no,no,no,no,no
1455,no,no,no,no,no,no,no,yes
1456,no,no,yes,no,no,no,no,no
1457,no,no,no,no,no,no,no,no
1458,no,no,no,no,no,no,no,no
1459,no,no,yes,no,no,no,no,no
1460,no,no,yes,no,yes,no,no,yes
1461,no,no,no,no,no,no,no,no
1462,no,no,yes,no,yes,no,no,yes
1463,no,no,no,no,yes,no,no,yes
1464,no,no,no,no,no,no,no,yes
1465,no,no,no,no,yes,no,yes,no
1466,no,no,no,no,yes,no,no,yes
1467,no,no,no,no,yes,no,no,no
1468,no,no,no,no,no,no,no,yes
1469,no,no,no,no,yes,no,no,yes
1470,no,no,yes,no,yes,no,no,no
1471,no,no,no,no,yes,no,no,yes
1472,no,no,no,no,no,no,no,no
1473,no,no,yes,no,yes,no,no,no
1474,no,no,no,no,yes,no,no,no
1475,no,no,yes,no,no,no,no,yes
1476,no,no,no,no,no,no,no,no
1477,no,no,no,no,no,no,yes,no
1478,no,no,no,no,yes,no,no,yes
1479,no,no,yes,no,no,no,no,no
1480,no,no,no,no,yes,no,no,yes
1481,no,no,yes,yes,yes,yes,yes,yes
1482,no,no,yes,no,no,no,no,no
1483,no,no,no,no,no,no,no,no
1484,no,no,yes,no,no,no,no,no
1485,no,no,no,no,no,no,no,no
1486,no,no,yes,no,yes,no,no,no
1487,no,no,yes,no,no,no,no,no
1488,no,no,no,no,yes,no,no,no
1489,no,no,no,no,no,no,no,no
1490,no,no,no,no,no,no,no,no
1491,no,no,yes,no,no,no,no,no
1492,no,no,no,no,no,no,no,no
1493,no,no,yes,no,yes,no,no,yes
1494,no,no,no,no,no,no,no,no
1495,no,no,no,no,no,no,no,no
1496,no,no,yes,no,yes,no,no,no
1497,no,no,yes,no,yes,no,no,yes
1498,no,no,no,no,no,no,no,no
1499,no,no,yes,no,yes,no,no,yes
1500,no,no,yes,yes,yes,yes,yes,yes
1501,no,no,no,no,no,no,no,no
1502,no,no,no,no,yes,no,yes,no
1503,no,no,no,no,no,no,no,no
1504,no,no,yes,no,yes,no,no,yes
1505,no,no,yes,no,yes,no,no,yes
1506,no,no,no,no,no,no,no,no
1507,no,no,no,no,no,no,no,yes
1508,no,no,yes,no,yes,no,no,yes
1509,no,no,yes,no,yes,no,no,yes
1510,no,no,yes,no,no,no,no,no
1511,no,no,yes,no,no,no,no,no
1512,no,no,no,no,no,no,no,no
1513,no,no,yes,no,no,no,no,no
1514,no,yes,no,no,no,yes,yes,yes
1515,no,no,no,no,yes,no,no,no
1516,no,no,no,no,no,no,no,no
1517,no,no,no,no,yes,no,no,yes
1518,no,no,yes,yes,no,yes,yes,yes
1519,no,no,yes,no,no,no,no,no
1520,no,no,yes,no,yes,no,yes,yes
1521,no,no,no,no,no,no,no,yes
1522,no,no,no,no,yes,no,no,yes
1523,no,no,yes,no,no,no,no,no
1524,no,no,yes,no,yes,no,no,no
1525,no,no,yes,no,no,no,no,no
1526,no,no,no,no,no,no,no,no
1527,no,no,no,no,no,no,no,no
1528,no,no,yes,no,yes,no,no,yes
1529,no,no,no,no,no,no,no,no
1530,no,no,no,no,no,no,no,no
1531,no,no,no,no,no,no,no,no
1532,no,no,yes,no,yes,no,no,yes
1533,no,no,yes,no,yes,no,no,yes
1534,no,no,yes,no,no,no,no,no
1535,no,no,yes,no,no,no,no,no
1536,no,no,yes,no,yes,no,no,yes
1537,no,no,yes,no,no,no,no,no
1538,no,no,yes,no,no,no,no,no
1539,no,no,yes,no,yes,no,no,yes
1540,no,no,yes,no,yes,no,no,yes
1541,no,no,no,no,no,no,no,no
1542,no,no,yes,no,no,no,no,no
1543,no,no,yes,no,no,no,no,no
1544,no,no,no,no,no,no,no,no
1545,no,no,yes,no,yes,no,no,yes
1546,no,no,yes,no,no,no,yes,no
1547,no,no,no,no,no,no,no,no
1548,yes,no,yes,no,yes,no,no,no
1549,no,no,no,no,no,no,no,no
1550,no,no,no,no,yes,no,no,yes
1551,no,no,yes,no,yes,no,no,yes
1552,no,no,no,no,no,no,no,no
1553,no,no,no,no,no,no,no,no
1554,no,no,yes,no,no,no,no,no
1555,no,no,yes,no,no,no,no,no
1556,no,no,yes,no,yes,no,no,yes
1557,no,no,yes,no,yes,no,no,no
1558,no,no,no,no,yes,no,no,yes
1559,no,no,no,no,yes,no,no,yes
1560,no,no,yes,no,no,no,no,no
1561,no,no,yes,no,yes,no,no,yes
1562,no,no,yes,no,yes,no,no,yes
1563,no,no,yes,no,yes,no,no,yes
1564,no,no,no,no,yes,no,no,no
1565,no,no,no,no,no,no,no,no
1566,no,no,yes,no,no,no,no,no
1567,no,no,yes,yes,yes,yes,yes,yes
1568,no,no,no,no,yes,no,no,no
1569,no,no,no,no,yes,no,no,yes
1570,no,no,yes,no,yes,no,no,yes
1571,no,no,no,no,no,no,no,no
1572,no,no,no,no,no,no,no,no
1573,no,no,no,no,yes,no,no,yes
1574,no,no,yes,no,yes,no,no,yes
1575,no,no,no,no,no,no,no,no
1576,no,no,yes,no,no,no,no,no
1577,no,no,yes,no,yes,no,no,yes
1578,no,no,yes,no,yes,no,no,no
1579,no,no,no,no,yes,no,no,yes
1580,no,no,yes,no,no,no,no,no
1581,no,no,no,no,yes,no,no,yes
1582,no,yes,no,no,no,yes,yes,no
1583,no,no,yes,no,yes,no,no,yes
1584,no,no,yes,no,yes,no,no,no
1585,no,no,yes,no,yes,no,no,yes
1586,no,no,yes,no,yes,no,no,yes
1587,no,no,no,no,yes,no,no,yes
1588,no,no,no,no,yes,no,no,yes
1589,no,no,no,no,yes,no,no,yes
1590,no,no,yes,no,yes,no,no,yes
1591,no,no,no,no,no,no,no,no
1592,no,no,no,no,yes,no,no,yes
1593,no,no,yes,no,no,no,no,yes
1594,no,no,yes,yes,yes,yes,yes,yes
1595,no,no,no,no,no,no,no,no
1596,no,yes,yes,no,yes,yes,yes,yes
1597,no,no,yes,no,no,no,no,no
1598,no,no,no,no,no,no,no,no
1599,no,no,yes,no,no,no,no,no
1600,no,no,yes,no,yes,no,no,yes
1601,no,no,yes,yes,yes,yes,yes,yes
1602,no,no,no,yes,no,yes,yes,yes
1603,no,no,yes,no,yes,no,no,yes
1604,no,no,yes,no,yes,no,no,no
1605,no,no,yes,no,yes,no,no,yes
1606,no,no,no,no,yes,no,no,yes
1607,no,no,yes,no,no,no,no,no
1608,no,no,yes,no,no,no,no,no
1609,no,no,no,no,no,no,no,yes
1610,no,no,no,no,no,no,no,yes
1611,no,no,no,no,yes,no,no,yes
1612,no,no,yes,no,no,no,no,no
1613,no,no,yes,no,no,no,no,no
1614,no,no,no,no,no,no,no,no
1615,no,no,yes,no,no,no,no,no
1616,no,no,yes,no,no,no,no,no
1617,no,no,yes,yes,no,yes,yes,no
1618,no,no,no,no,no,no,yes,no
1619,no,no,yes,no,yes,no,no,yes
1620,no,no,no,no,no,no,no,no
1621,no,no,no,no,no,no,no,no
1622,no,no,yes,no,no,no,no,no
1623,no,no,yes,no,yes,no,no,no
1624,no,no,yes,no,no,no,no,no
1625,no,no,yes,no,no,no,no,no
1626,no,no,yes,no,yes,no,no,yes
1627,no,no,yes,no,yes,no,no,no
1628,no,no,yes,no,no,no,no,no
1629,no,no,yes,no,no,no,no,no
1630,no,no,yes,no,no,no,no,no
1631,no,no,yes,no,yes,no,no,yes
1632,no,no,no,no,yes,no,no,yes
1633,no,no,no,no,no,no,no,no
1634,no,no,yes,no,yes,no,no,yes
1635,no,no,no,no,yes,no,no,yes
1636,no,no,yes,no,no,no,no,no
1637,no,no,no,no,no,no,no,yes
1638,no,no,yes,yes,yes,yes,yes,yes
1639,no,no,no,no,yes,no,no,no
1640,no,no,yes,no,no,no,no,no
1641,no,no,yes,yes,yes,yes,yes,no
1642,no,no,no,no,no,no,no,no
1643,no,no,yes,no,yes,no,no,yes
1644,no,no,no,no,no,no,no,no
1645,no,no,no,no,yes,no,no,no
1646,no,no,no,no,yes,no,no,yes
1647,no,no,no,no,no,no,no,no
1648,no,no,yes,no,no,no,no,no
1649,no,no,yes,no,yes,no,no,yes
1650,no,no,yes,no,yes,no,no,yes
1651,no,no,yes,no,no,no,no,yes
1652,no,no,no,no,yes,no,no,no
1653,no,no,yes,yes,yes,yes,yes,yes
1654,no,no,yes,no,yes,no,no,yes
1655,no,no,no,no,yes,no,no,no
1656,no,no,no,no,no,no,no,no
1657,no,no,no,no,no,no,no,no
1658,no,no,yes,no,no,no,no,no
1659,no,no,no,no,no,no,no,no
1660,no,no,no,no,yes,no,no,no
1661,no,no,no,no,yes,no,no,no
1662,no,no,no,no,no,no,no,no
1663,no,no,yes,yes,yes,yes,yes,yes
1664,no,no,yes,no,no,no,no,no
1665,no,no,no,no,no,no,no,yes
1666,no,no,no,no,no,no,no,no
1667,no,no,no,no,no,no,no,no
1668,no,no,no,no,no,no,no,no
1669,no,no,yes,no,no,no,no,no
1670,no,no,no,no,no,no,no,no
1671,no,no,yes,no,yes,no,no,yes
1672,no,no,no,no,yes,no,no,no
1673,no,no,no,no,no,no,no,no
1674,no,no,no,no,yes,no,no,yes
1675,no,no,no,no,no,no,no,no
1676,no,no,no,no,no,no,no,no
1677,no,no,no,no,no,no,no,no
1678,no,no,no,no,no,no,no,no
1679,no,no,yes,no,yes,no,yes,yes
1680,no,no,no,no,no,no,no,no
1681,no,no,no,no,no,no,yes,no
1682,no,no,no,no,no,no,no,no
1683,no,no,yes,no,no,no,no,yes
1684,yes,no,yes,no,yes,no,no,yes
1685,no,no,no,no,yes,no,no,yes
1686,no,no,no,no,no,no,no,no
1687,no,no,no,no,no,no,no,no
1688,yes,no,no,no,no,no,no,no
1689,no,no,yes,yes,no,yes,yes,yes
1690,yes,no,yes,no,no,no,no,no
1691,no,no,no,no,no,no,no,no
1692,no,no,yes,no,no,no,no,no
1693,no,no,yes,yes,no,yes,yes,yes
1694,no,no,no,no,yes,no,no,yes
1695,no,no,no,no,no,no,no,no
1696,no,no,yes,no,no,no,no,no
1697,no,no,no,no,no,no,no,no
1698,no,no,yes,no,yes,no,no,yes
1699,no,no,no,no,no,no,no,no
1700,no,no,no,no,no,no,no,no
1701,no,no,no,no,yes,no,no,yes
1702,no,no,no,no,yes,no,no,yes
1703,no,no,no,no,yes,no,no,yes
1704,no,no,no,no,no,no,no,no
1705,no,no,yes,no,yes,no,no,yes
1706,no,no,yes,no,yes,no,no,yes
1707,no,no,yes,yes,yes,yes,yes,yes
1708,no,no,yes,no,no,no,yes,no
1709,no,no,no,no,yes,no,no,yes
1710,no,no,yes,no,no,no,no,no
1711,no,no,no,no,no,no,no,no
1712,no,no,yes,yes,no,yes,yes,no
1713,no,no,no,no,no,no,no,no
1714,no,no,no,no,no,no,yes,no
1715,no,no,no,no,no,no,no,no
1716,no,no,yes,yes,no,yes,yes,no
1717,no,no,yes,no,yes,no,yes,yes
1718,no,no,yes,no,yes,no,no,yes
1719,no,no,no,no,no,no,no,no
1720,no,no,no,no,no,no,no,no
1721,no,no,yes,no,no,no,no,no
1722,no,no,no,no,no,no,no,no
1723,no,no,yes,no,yes,no,no,yes
1724,no,no,no,no,no,no,no,no
1725,no,no,no,no,no,no,no,no
1726,no,no,no,no,no,no,no,no
1727,no,no,no,no,yes,no,no,yes
1728,no,no,yes,yes,no,yes,yes,yes
1729,no,no,no,no,no,no,no,no
1730,no,no,yes,no,yes,no,no,yes
1731,no,no,yes,no,no,no,no,no
1732,no,no,no,no,yes,no,no,yes
1733,no,no,no,no,no,no,no,no
1734,no,no,yes,no,yes,no,no,no
1735,yes,no,yes,no,yes,no,no,no
1736,no,no,yes,no,no,no,no,no
1737,no,no,no,no,no,no,no,no
1738,no,no,yes,yes,no,yes,yes,yes
1739,no,no,yes,no,yes,no,no,yes
1740,no,no,no,no,no,no,no,no
1741,no,no,no,no,no,no,no,no
1742,no,no,no,no,no,no,no,no
1743,no,no,yes,no,yes,no,no,yes
1744,no,no,yes,no,yes,no,no,yes
1745,no,no,no,no,no,no,no,no
1746,no,no,yes,no,no,no,no,no
1747,no,no,yes,yes,yes,yes,yes,no
1748,no,no,no,no,no,no,no,no
1749,no,no,yes,no,yes,no,no,no
1750,no,no,yes,no,no,no,no,no
1751,no,no,no,no,no,no,no,no
1752,no,no,yes,no,no,no,no,no
1753,no,no,yes,no,yes,no,yes,yes
1754,no,no,no,no,yes,no,no,yes
1755,no,no,no,no,yes,no,yes,yes
1756,no,no,no,no,yes,no,no,yes
1757,no,no,no,no,no,no,no,yes
1758,no,no,yes,no,yes,no,no,yes
1759,no,no,no,no,no,no,no,no
1760,no,no,no,no,yes,no,no,yes
1761,no,no,yes,no,no,no,no,no
1762,no,no,yes,no,no,no,no,yes
1763,no,no,yes,no,yes,no,no,no
1764,no,no,no,no,no,no,no,yes
1765,no,no,yes,no,no,no,yes,no
1766,no,no,yes,no,yes,no,no,yes
1767,no,no,yes,no,no,no,yes,no
1768,no,no,no,no,yes,no,no,yes
1769,no,no,yes,no,yes,no,no,no
1770,no,no,yes,no,yes,no,no,yes
1771,no,no,no,no,yes,no,no,no
1772,no,no,no,no,yes,no,no,yes
1773,no,yes,no,no,yes,yes,yes,yes
1774,no,no,yes,yes,no,yes,yes,no
1775,no,no,yes,no,no,no,yes,no
1776,no,no,yes,no,no,no,no,no
1777,no,no,no,no,yes,no,no,yes
1778,no,no,yes,no,yes,no,no,yes
1779,no,no,no,no,no,no,no,no
1780,no,no,no,no,no,no,no,no
1781,no,no,no,no,no,no,no,no
1782,no,no,no,no,no,no,no,no
1783,no,no,no,no,yes,no,no,no
1784,no,no,no,no,no,no,no,yes
1785,no,no,no,no,no,no,no,yes
1786,no,no,no,no,no,no,no,no
1787,no,no,no,no,yes,no,no,yes
1788,no,no,yes,no,no,no,no,no
1789,no,no,yes,no,yes,no,no,no
1790,no,no,no,yes,no,yes,yes,yes
1791,no,no,no,no,no,no,no,no
1792,no,no,no,no,no,no,no,no
1793,no,no,yes,no,no,no,no,no
1794,no,no,yes,no,yes,no,no,yes
1795,no,no,yes,no,yes,no,no,yes
1796,no,no,yes,no,no,no,no,yes
1797,no,no,yes,no,yes,no,no,yes
1798,no,no,yes,no,yes,no,no,yes
1799,no,no,yes,yes,no,yes,yes,no
1800,no,no,no,no,no,no,no,yes
1801,no,no,no,no,yes,no,no,yes
1802,no,no,yes,no,no,no,no,no
1803,no,no,no,yes,no,yes,yes,no
1804,no,no,no,no,yes,no,no,yes
1805,no,no,no,no,no,no,yes,yes
1806,no,no,no,no,no,no,no,no
1807,no,no,no,no,no,no,no,no
1808,no,no,yes,no,yes,no,no,yes
1809,no,no,no,no,yes,no,no,yes
1810,no,no,no,no,yes,no,no,yes
1811,no,no,yes,no,yes,no,no,no
1812,no,no,yes,no,yes,no,no,no
1813,no,no,no,no,no,no,no,no
1814,no,no,no,no,yes,no,no,yes
1815,no,no,yes,no,yes,no,no,yes
1816,no,no,yes,no,yes,no,no,yes
1817,no,no,no,no,yes,no,no,yes
1818,no,no,no,no,no,no,no,no
1819,no,no,yes,no,yes,no,no,yes
1820,no,no,yes,no,no,no,no,no
1821,no,no,yes,no,no,no,no,no
1822,no,no,no,no,no,no,no,yes
1823,no,no,yes,no,yes,no,no,no
1824,no,no,no,no,no,no,no,no
1825,no,no,no,no,yes,no,no,yes
1826,yes,no,yes,yes,yes,yes,yes,yes
1827,no,no,no,no,no,no,no,no
1828,no,no,yes,no,no,no,no,no
1829,no,no,yes,no,yes,no,no,yes
1830,no,no,no,no,no,no,no,no
1831,no,no,no,no,no,no,no,no
1832,no,no,no,no,no,no,no,no
1833,no,no,no,no,no,no,no,no
1834,no,no,yes,no,no,no,no,no
1835,no,no,yes,no,yes,no,no,yes
1836,no,no,yes,no,no,no,no,no
1837,no,no,no,no,yes,no,no,yes
1838,no,no,yes,no,yes,no,no,yes
1839,no,no,no,no,no,no,no,no
1840,no,no,no,no,no,no,no,no
1841,no,no,yes,no,yes,no,no,yes
1842,no,no,no,no,no,no,no,no
1843,no,no,yes,no,yes,no,no,yes
1844,no,no,yes,no,yes,no,no,yes
1845,no,no,no,no,yes,no,no,yes
1846,no,no,yes,no,no,no,no,no
1847,no,no,no,no,no,no,no,no
1848,no,no,no,no,no,no,no,no
1849,no,no,yes,no,yes,no,no,no
1850,no,no,no,no,no,no,no,no
1851,no,no,no,no,yes,no,no,yes
1852,no,no,no,no,yes,no,no,yes
1853,no,no,yes,no,no,no,no,no
1854,no,no,yes,no,yes,no,no,yes
1855,no,no,no,no,no,no,no,no
1856,no,no,yes,no,yes,no,no,no
1857,no,no,no,no,yes,no,no,yes
1858,no,no,no,no,yes,no,no,yes
1859,no,no,yes,no,yes,no,no,no
1860,no,no,no,no,no,no,no,yes
1861,no,no,yes,no,yes,no,no,no
1862,no,no,yes,yes,no,yes,yes,yes
1863,no,no,no,no,no,no,no,no
1864,no,no,yes,no,no,no,no,no
1865,no,no,yes,no,yes,no,no,yes
1866,no,no,yes,no,yes,no,no,yes
1867,no,no,yes,no,yes,no,yes,no
1868,no,no,no,no,yes,no,no,yes
1869,no,no,no,no,no,no,no,no
1870,no,no,yes,no,yes,no,no,no
1871,no,no,no,no,no,no,no,no
1872,no,no,no,no,no,no,no,yes
1873,no,no,no,no,no,no,no,no
1874,no,no,no,no,yes,no,no,yes
1875,no,no,yes,no,yes,no,no,yes
1876,no,no,no,no,no,no,no,no
1877,no,no,no,no,no,no,no,no
1878,no,no,yes,no,yes,no,no,no
1879,no,no,yes,no,yes,no,no,yes
1880,no,no,yes,no,yes,no,no,yes
1881,no,no,yes,no,yes,no,no,no
1882,no,no,yes,no,no,no,no,no
1883,no,no,yes,no,yes,no,no,no
1884,no,no,yes,no,no,no,no,no
1885,no,no,no,no,no,no,no,no
1886,no,no,yes,no,yes,no,no,yes
1887,no,no,no,no,no,no,no,no
1888,no,no,no,no,yes,no,yes,yes
1889,no,no,no,no,no,no,no,no
1890,no,no,no,no,no,no,no,no
1891,no,no,no,no,yes,no,no,no
1892,no,no,yes,no,yes,no,no,yes
1893,no,no,no,no,no,no,no,yes
1894,no,no,no,no,no,no,no,yes
1895,no,no,yes,no,yes,no,no,no
1896,no,no,yes,no,yes,no,no,no
1897,no,no,no,no,no,no,no,no
1898,no,no,no,no,no,no,no,no
1899,no,no,yes,no,yes,no,no,yes
1900,no,no,no,no,yes,no,no,yes
1901,yes,no,yes,no,yes,no,no,yes
1902,no,no,no,no,no,no,no,no
1903,no,no,no,no,yes,no,no,yes
1904,no,no,no,no,yes,no,no,no
1905,no,no,yes,no,yes,no,no,yes
1906,no,no,yes,no,yes,no,no,yes
1907,no,no,yes,no,yes,no,no,yes
1908,no,no,yes,no,no,no,no,no
1909,no,no,no,no,no,no,no,no
1910,no,no,yes,no,yes,no,no,yes
1911,no,no,yes,no,yes,no,no,yes
1912,no,no,no,no,no,no,no,yes
1913,no,no,no,no,no,no,no,no
1914,no,no,no,no,no,no,no,no
1915,no,no,yes,no,yes,no,no,yes
1916,no,no,no,no,no,no,no,no
1917,no,no,yes,no,yes,no,no,yes
1918,no,no,yes,no,yes,no,no,no
1919,no,no,yes,no,no,no,no,no
1920,no,no,yes,no,yes,no,no,yes
1921,no,no,yes,no,no,no,no,no
1922,no,no,yes,no,no,no,no,no
1923,no,no,yes,no,no,no,no,no
1924,yes,no,yes,no,no,no,no,no
1925,no,no,yes,no,yes,no,no,no
1926,no,no,no,no,no,no,no,no
1927,no,no,no,no,no,no,no,no
1928,no,no,yes,yes,no,yes,yes,yes
1929,no,no,no,no,no,no,no,yes
1930,no,no,yes,no,yes,no,no,yes
1931,no,no,yes,no,no,no,yes,no
1932,no,no,no,no,yes,no,no,yes
1933,no,no,no,no,yes,no,no,yes
1934,no,no,no,no,no,no,yes,no
1935,no,no,yes,no,yes,no,no,yes
1936,no,no,no,no,no,no,no,yes
1937,no,no,yes,no,no,no,no,no
1938,no,no,no,no,no,no,no,no
1939,no,no,no,no,yes,no,no,yes
1940,no,no,no,yes,yes,yes,yes,no
1941,no,no,yes,no,no,no,no,no
1942,no,no,yes,no,no,no,no,no
1943,no,no,yes,no,no,no,no,no
1944,no,no,no,no,no,no,no,no
1945,no,no,no,no,yes,no,no,no
1946,no,no,no,no,yes,no,no,yes
1947,no,no,no,no,no,no,yes,no
1948,no,no,yes,yes,yes,yes,yes,yes
1949,no,no,no,no,no,no,no,no
1950,no,no,no,no,yes,no,no,yes
1951,no,no,yes,no,no,no,no,no
1952,no,no,yes,no,yes,no,no,no
1953,no,no,yes,yes,no,yes,yes,no
1954,no,no,no,no,yes,no,no,yes
1955,no,no,yes,yes,yes,yes,yes,yes
1956,no,no,no,no,no,no,no,yes
1957,no,no,no,no,no,no,no,no
1958,no,no,no,no,no,no,no,no
1959,no,no,yes,yes,no,yes,yes,yes
1960,no,no,yes,no,yes,no,no,yes
1961,no,no,no,no,yes,no,no,yes
1962,no,no,no,no,no,no,no,no
1963,no,no,yes,no,no,no,no,yes
1964,no,no,yes,no,yes,no,no,yes
1965,no,no,yes,no,yes,no,no,yes
1966,no,no,no,no,yes,no,no,yes
1967,no,no,no,no,no,no,no,no
1968,no,no,yes,no,no,no,no,no
1969,no,no,no,no,no,no,no,no
1970,no,no,no,no,no,no,no,yes
1971,no,no,yes,no,no,no,no,no
1972,no,yes,yes,no,yes,yes,yes,no
1973,no,no,yes,no,no,no,no,no
1974,no,no,no,no,no,no,no,yes
1975,no,yes,yes,no,yes,yes,no,no
1976,no,no,no,no,no,no,no,no
1977,no,no,no,no,yes,no,no,yes
1978,no,no,yes,no,yes,no,no,yes
1979,no,no,yes,no,yes,no,no,no
1980,no,no,no,no,yes,no,yes,no
1981,no,no,no,no,yes,no,no,no
1982,no,no,yes,yes,yes,yes,no,yes
1983,no,no,no,no,no,no,no,no
1984,no,no,yes,no,no,no,no,no
1985,no,no,no,no,no,no,no,no
1986,no,no,yes,no,yes,no,no,yes
1987,no,no,no,no,no,no,no,no
1988,no,no,no,no,no,no,no,no
1989,no,no,yes,no,no,no,no,no
1990,no,no,yes,no,yes,no,no,yes
1991,no,no,yes,no,yes,no,no,no
1992,no,no,no,no,no,no,yes,no
1993,no,no,no,no,no,no,no,yes
1994,no,no,no,no,no,no,no,no
1995,no,no,no,no,no,no,no,no
1996,no,no,yes,no,no,no,no,no
1997,no,no,yes,no,yes,no,no,yes
1998,no,no,no,no,yes,no,no,yes
1999,no,yes,no,no,no,yes,yes,no
2000,no,no,yes,no,yes,no,no,yes
2001,no,no,yes,no,yes,no,no,yes
2002,no,no,no,no,yes,no,no,no
2003,no,no,no,no,no,no,no,no
2004,no,no,no,no,no,no,no,no
2005,no,no,no,no,no,no,no,no
2006,no,no,no,no,no,no,no,no
2007,no,no,no,no,no,no,no,yes
2008,no,no,yes,no,no,no,no,no
2009,no,no,yes,no,no,no,no,no
2010,no,no,no,no,no,no,no,no
2011,no,no,yes,no,no,no,no,no
2012,no,no,no,no,no,no,no,no
2013,no,no,no,no,yes,no,no,no
2014,no,no,no,no,no,no,no,no
2015,no,no,no,no,no,no,no,no
2016,no,no,yes,no,yes,no,no,no
2017,no,no,yes,no,yes,no,no,yes
2018,no,no,yes,no,yes,no,no,yes
2019,no,no,no,no,no,no,no,no
2020,no,no,yes,no,yes,no,no,yes
2021,no,no,no,no,no,no,no,no
2022,no,no,no,no,no,no,no,no
2023,no,no,no,no,no,no,no,no
2024,no,no,no,no,no,no,no,no
2025,no,no,no,no,no,no,no,no
2026,no,no,no,no,no,no,no,no
2027,no,no,yes,no,yes,no,no,yes
2028,no,no,no,no,no,no,no,no
2029,no,no,yes,no,yes,no,no,yes
2030,no,no,yes,no,no,no,no,no
2031,no,no,no,no,no,no,no,no
2032,no,no,yes,no,yes,no,no,yes
2033,no,no,no,no,no,no,no,no
2034,no,no,no,no,no,no,no,no
2035,no,no,no,no,yes,no,no,no
2036,no,no,yes,no,yes,no,no,yes
2037,no,no,yes,no,yes,no,no,yes
2038,no,no,no,no,no,no,no,no
2039,no,no,yes,no,yes,no,no,yes
2040,no,no,no,no,no,no,no,no
2041,no,no,no,no,no,no,no,no
2042,no,no,yes,yes,yes,yes,yes,yes
2043,no,no,no,no,no,no,no,yes
2044,no,no,yes,no,no,no,no,no
2045,no,no,yes,no,yes,no,no,no
2046,no,no,yes,no,yes,no,no,yes
2047,no,no,no,no,no,no,no,no
2048,no,no,no,no,yes,no,no,yes
2049,no,no,yes,no,no,no,no,no
2050,no,no,yes,no,yes,no,yes,yes
2051,no,no,no,no,no,no,no,no
2052,no,no,no,no,no,no,no,yes
2053,no,no,no,no,no,no,no,no
2054,no,no,yes,no,yes,no,no,yes
2055,no,no,no,no,no,no,no,no
2056,no,no,no,no,no,no,no,no
2057,no,no,no,no,no,no,no,no
2058,no,no,yes,no,no,no,no,no
2059,no,no,yes,no,no,no,no,no
2060,no,no,yes,no,no,no,no,no
2061,no,yes,yes,no,no,yes,yes,yes
2062,yes,no,yes,yes,yes,yes,yes,no
2063,no,no,no,no,no,no,no,no
2064,no,no,no,no,yes,no,no,yes
2065,no,no,yes,no,no,no,no,no
2066,no,no,yes,no,yes,no,no,yes
2067,no,no,no,no,no,no,no,no
2068,no,no,yes,no,no,no,yes,no
2069,no,no,yes,yes,yes,yes,yes,yes
2070,no,no,no,no,no,no,no,no
2071,no,no,no,no,no,no,no,no
