,BirthAsphyxia,HypDistrib,HypoxiaInO2,CO2,ChestXray,Grunting,LVHreport,LowerBodyO2,RUQO2,CO2Report,XrayReport,Disease,GruntingReport,Age,LVH,DuctFlow,CardiacMixing,LungParench,LungFlow,Sick
2014,no,Unequal,Severe,Normal,Normal,no,no,<5,<5,>=7.5,Normal,TGA,no,11-30_days,no,Rt_to_Lt,Transp.,Normal,High,no
2015,no,Equal,Severe,High,Normal,no,no,<5,5-12,>=7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,yes
2016,no,Equal,Moderate,Normal,Oligaemic,no,no,<5,5-12,<7.5,Normal,Fallot,no,0-3_days,no,None,Complete,Normal,Low,no
2017,no,Unequal,Severe,Normal,Oligaemic,no,no,<5,5-12,<7.5,Oligaemic,Fallot,no,4-10_days,no,None,Complete,Normal,Low,no
2018,no,Equal,Moderate,Normal,Normal,no,no,<5,<5,<7.5,Plethoric,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
2019,no,Equal,Severe,Normal,Plethoric,no,no,5-12,5-12,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
2020,yes,Equal,Mild,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2021,yes,Equal,Moderate,Normal,Plethoric,no,no,<5,5-12,<7.5,Plethoric,Lung,no,0-3_days,no,Rt_to_Lt,None,Congested,Normal,yes
2022,no,Equal,Moderate,Normal,Oligaemic,no,yes,<5,<5,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2023,no,Equal,Severe,Normal,Asy/Patch,no,yes,5-12,5-12,>=7.5,Plethoric,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Low,no
2024,no,Equal,Moderate,High,Normal,no,yes,5-12,5-12,>=7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2025,no,Equal,Moderate,High,Plethoric,no,no,5-12,5-12,>=7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
2026,no,Equal,Moderate,Normal,Grd_Glass,yes,no,5-12,<5,<7.5,Grd_Glass,TAPVD,no,0-3_days,no,None,Complete,Abnormal,High,yes
2027,no,Equal,Severe,Normal,Oligaemic,yes,yes,<5,5-12,<7.5,Oligaemic,TGA,yes,0-3_days,yes,Lt_to_Rt,Transp.,Abnormal,High,yes
2028,no,Equal,Severe,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,no
2029,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Asy/Patchy,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2030,no,Equal,Moderate,Normal,Grd_Glass,no,no,<5,<5,<7.5,Grd_Glass,Fallot,no,4-10_days,no,Lt_to_Rt,Mild,Congested,Low,no
2031,yes,Equal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,no,4-10_days,no,None,Complete,Normal,Low,no
2032,no,Equal,Moderate,Normal,Oligaemic,no,no,<5,5-12,<7.5,Oligaemic,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
2033,no,Equal,Severe,Low,Oligaemic,no,no,5-12,<5,>=7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,no
2034,no,Equal,Moderate,Normal,Normal,no,no,<5,5-12,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,no
2035,no,Equal,Moderate,High,Normal,no,no,5-12,<5,>=7.5,Oligaemic,TGA,no,0-3_days,no,Rt_to_Lt,Mild,Normal,High,yes
2036,no,Equal,Moderate,Normal,Oligaemic,yes,no,<5,5-12,<7.5,Oligaemic,Fallot,yes,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
2037,no,Equal,Moderate,High,Normal,no,no,<5,5-12,>=7.5,Normal,TGA,no,0-3_days,no,None,Complete,Abnormal,High,yes
2038,no,Equal,Severe,Normal,Plethoric,no,yes,<5,5-12,<7.5,Plethoric,TGA,no,0-3_days,yes,None,Transp.,Normal,High,no
2039,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
2040,yes,Unequal,Moderate,Normal,Asy/Patch,no,no,<5,5-12,<7.5,Asy/Patchy,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Abnormal,Low,no
2041,no,Equal,Moderate,High,Asy/Patch,yes,no,12+,5-12,>=7.5,Grd_Glass,Lung,yes,0-3_days,no,None,Mild,Abnormal,Normal,yes
2042,yes,Equal,Moderate,Normal,Normal,no,no,<5,5-12,<7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Normal,no
2043,no,Equal,Severe,Normal,Oligaemic,no,no,<5,<5,<7.5,Asy/Patchy,PAIVS,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
2044,no,Equal,Moderate,Normal,Normal,yes,yes,5-12,<5,<7.5,Normal,Fallot,yes,4-10_days,yes,Lt_to_Rt,Complete,Abnormal,Normal,yes
2045,no,Equal,Severe,Low,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
2046,no,Equal,Severe,Normal,Grd_Glass,no,no,<5,5-12,<7.5,Grd_Glass,TGA,no,11-30_days,no,None,Transp.,Normal,High,yes
2047,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,<5,<7.5,Oligaemic,Fallot,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2048,no,Unequal,Mild,High,Asy/Patch,yes,no,12+,5-12,>=7.5,Asy/Patchy,Lung,yes,0-3_days,no,Rt_to_Lt,None,Abnormal,Normal,yes
2049,no,Equal,Severe,Normal,Normal,no,no,12+,5-12,<7.5,Normal,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Normal,no
2050,no,Equal,Severe,High,Normal,yes,no,<5,<5,>=7.5,Normal,TGA,yes,4-10_days,no,None,Transp.,Abnormal,High,yes
2051,no,Equal,Moderate,Low,Plethoric,no,yes,<5,<5,<7.5,Grd_Glass,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,High,yes
2052,yes,Equal,Mild,Normal,Oligaemic,no,no,12+,12+,<7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
2053,no,Equal,Severe,High,Normal,yes,yes,<5,<5,>=7.5,Grd_Glass,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Normal,no
2054,no,Equal,Moderate,Normal,Plethoric,no,yes,5-12,5-12,<7.5,Plethoric,TGA,no,4-10_days,no,None,Transp.,Normal,High,no
2055,no,Unequal,Mild,Normal,Normal,no,no,5-12,<5,<7.5,Normal,PFC,no,0-3_days,no,Rt_to_Lt,None,Normal,Normal,no
2056,no,Equal,Moderate,Normal,Oligaemic,no,no,<5,12+,<7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
2057,no,Equal,Severe,High,Asy/Patch,yes,yes,5-12,5-12,>=7.5,Asy/Patchy,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Low,yes
2058,no,Equal,Severe,Normal,Grd_Glass,no,no,<5,<5,<7.5,Normal,TGA,yes,4-10_days,no,None,Transp.,Normal,High,no
2059,no,Equal,Severe,Normal,Plethoric,yes,no,5-12,<5,<7.5,Normal,TGA,yes,0-3_days,yes,None,Complete,Congested,Normal,no
2060,no,Equal,Mild,Normal,Plethoric,no,yes,5-12,12+,<7.5,Plethoric,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2061,no,Equal,Severe,High,Plethoric,no,yes,5-12,<5,>=7.5,Plethoric,TGA,yes,0-3_days,no,None,Transp.,Normal,High,yes
2062,no,Equal,Moderate,Normal,Oligaemic,no,no,<5,5-12,<7.5,Asy/Patchy,Fallot,yes,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
2063,no,Equal,Moderate,Normal,Plethoric,no,no,12+,<5,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
2064,yes,Equal,Moderate,Normal,Oligaemic,no,no,<5,<5,<7.5,Oligaemic,PFC,no,0-3_days,no,Rt_to_Lt,Mild,Normal,Low,yes
2065,yes,Equal,Severe,Normal,Normal,no,no,5-12,<5,<7.5,Normal,PFC,no,0-3_days,no,Rt_to_Lt,Mild,Normal,Normal,no
2066,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
2067,no,Equal,Severe,Normal,Normal,yes,no,12+,<5,<7.5,Normal,TGA,yes,11-30_days,no,None,Transp.,Normal,Normal,yes
2068,no,Equal,Moderate,Normal,Oligaemic,no,yes,<5,<5,<7.5,Plethoric,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2069,no,Unequal,Severe,Normal,Plethoric,no,no,<5,<5,<7.5,Plethoric,TGA,no,0-3_days,yes,Rt_to_Lt,Transp.,Normal,High,no
2070,no,Equal,Severe,Normal,Oligaemic,no,no,<5,<5,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,no
2071,no,Equal,Severe,Normal,Normal,no,no,5-12,5-12,<7.5,Oligaemic,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
2072,no,Equal,Severe,High,Grd_Glass,no,no,<5,5-12,>=7.5,Grd_Glass,TGA,no,0-3_days,no,Lt_to_Rt,Transp.,Congested,Normal,yes
2073,yes,Equal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,no,0-3_days,no,None,Complete,Normal,Low,no
2074,no,Equal,Severe,Normal,Plethoric,yes,no,5-12,5-12,<7.5,Plethoric,TGA,yes,0-3_days,no,None,Transp.,Normal,High,no
2075,no,Unequal,Severe,Normal,Normal,no,no,<5,<5,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
2076,no,Equal,Severe,Normal,Plethoric,yes,no,<5,5-12,>=7.5,Plethoric,TGA,no,11-30_days,no,None,Transp.,Normal,High,yes
2077,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,yes,0-3_days,no,Lt_to_Rt,Mild,Normal,Low,yes
2078,no,Equal,Moderate,Normal,Normal,no,yes,5-12,5-12,<7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
2079,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
2080,no,Equal,Moderate,Normal,Oligaemic,no,yes,<5,<5,>=7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2081,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,5-12,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
2082,no,Equal,Severe,Normal,Normal,no,no,5-12,<5,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,no
2083,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Mild,Normal,Low,no
2084,no,Equal,Severe,High,Oligaemic,no,no,5-12,5-12,>=7.5,Plethoric,TGA,no,11-30_days,no,None,Transp.,Abnormal,High,yes
2085,no,Equal,Severe,Normal,Normal,no,no,5-12,<5,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,no
2086,no,Equal,Severe,Normal,Oligaemic,yes,no,<5,5-12,<7.5,Oligaemic,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
2087,no,Equal,Moderate,Normal,Oligaemic,yes,yes,12+,<5,<7.5,Oligaemic,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2088,no,Unequal,Moderate,High,Asy/Patch,no,no,5-12,5-12,>=7.5,Asy/Patchy,Lung,no,0-3_days,no,Rt_to_Lt,Mild,Abnormal,Normal,yes
2089,no,Equal,Severe,Normal,Normal,no,yes,<5,5-12,<7.5,Asy/Patchy,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,no
2090,no,Equal,Severe,High,Normal,no,no,<5,5-12,>=7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,no
2091,no,Equal,Severe,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,TGA,yes,11-30_days,no,None,Complete,Normal,Low,no
2092,no,Equal,Severe,Normal,Grd_Glass,no,yes,5-12,<5,>=7.5,Asy/Patchy,TGA,no,0-3_days,yes,None,Transp.,Normal,High,no
2093,no,Equal,Moderate,High,Grd_Glass,yes,no,5-12,5-12,<7.5,Asy/Patchy,TAPVD,yes,0-3_days,no,None,Complete,Congested,Normal,yes
2094,no,Equal,Mild,Normal,Normal,yes,no,12+,<5,<7.5,Normal,Lung,no,0-3_days,no,Lt_to_Rt,None,Abnormal,High,no
2095,no,Equal,Severe,Normal,Plethoric,no,no,5-12,12+,<7.5,Plethoric,TGA,no,4-10_days,no,None,Transp.,Normal,High,yes
2096,no,Equal,Moderate,Normal,Asy/Patch,yes,no,5-12,<5,<7.5,Asy/Patchy,TGA,yes,11-30_days,no,None,Complete,Abnormal,Low,no
2097,no,Equal,Severe,Normal,Oligaemic,no,no,<5,<5,<7.5,Normal,Fallot,no,4-10_days,yes,Lt_to_Rt,Transp.,Normal,Low,no
2098,no,Equal,Moderate,Normal,Plethoric,no,yes,5-12,<5,>=7.5,Grd_Glass,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
2099,no,Equal,Moderate,Normal,Normal,no,no,5-12,<5,<7.5,Normal,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Normal,no
2100,no,Equal,Severe,Normal,Normal,no,no,5-12,<5,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
2101,no,Equal,Severe,High,Plethoric,no,no,<5,<5,>=7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
2102,no,Equal,Moderate,High,Oligaemic,no,no,<5,5-12,>=7.5,Oligaemic,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Congested,Low,no
2103,no,Equal,Moderate,Normal,Asy/Patch,no,yes,5-12,5-12,>=7.5,Asy/Patchy,Fallot,yes,4-10_days,no,Lt_to_Rt,Mild,Abnormal,Low,yes
2104,no,Unequal,Severe,Normal,Oligaemic,no,yes,<5,<5,>=7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2105,no,Equal,Severe,High,Oligaemic,no,no,5-12,5-12,>=7.5,Oligaemic,TGA,no,0-3_days,no,None,Transp.,Normal,Low,no
2106,no,Equal,Mild,Normal,Normal,yes,yes,12+,<5,>=7.5,Normal,TGA,no,0-3_days,yes,None,Transp.,Normal,High,yes
2107,no,Equal,Moderate,Normal,Normal,yes,no,<5,<5,<7.5,Normal,Fallot,yes,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,no
2108,no,Equal,Moderate,Normal,Normal,no,yes,<5,<5,<7.5,Normal,TGA,no,4-10_days,no,None,Mild,Normal,High,yes
2109,no,Equal,Severe,High,Grd_Glass,yes,no,<5,<5,>=7.5,Normal,TGA,yes,0-3_days,no,None,Transp.,Abnormal,High,yes
2110,no,Equal,Severe,Normal,Plethoric,no,yes,5-12,12+,<7.5,Plethoric,TGA,no,0-3_days,yes,None,Transp.,Normal,High,no
2111,no,Equal,Moderate,High,Oligaemic,yes,no,5-12,5-12,>=7.5,Oligaemic,TGA,yes,0-3_days,no,None,Mild,Abnormal,High,no
2112,yes,Unequal,Moderate,Normal,Normal,no,yes,5-12,<5,<7.5,Normal,PFC,yes,0-3_days,yes,Rt_to_Lt,Mild,Normal,Normal,no
2113,yes,Equal,Moderate,High,Asy/Patch,yes,no,<5,5-12,>=7.5,Asy/Patchy,Lung,yes,0-3_days,no,Lt_to_Rt,Mild,Abnormal,Normal,yes
2114,no,Equal,Moderate,Normal,Normal,no,yes,<5,12+,<7.5,Normal,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,yes
2115,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Mild,Normal,Low,no
2116,no,Equal,Severe,High,Plethoric,no,no,<5,5-12,>=7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
2117,no,Equal,Severe,Normal,Plethoric,no,no,<5,<5,<7.5,Plethoric,TGA,no,0-3_days,no,Rt_to_Lt,Transp.,Normal,High,no
2118,no,Equal,Severe,High,Normal,no,yes,5-12,5-12,<7.5,Normal,TGA,no,0-3_days,yes,None,Transp.,Normal,Normal,yes
2119,no,Equal,Moderate,Low,Oligaemic,no,no,12+,5-12,>=7.5,Oligaemic,Fallot,no,4-10_days,yes,Lt_to_Rt,Mild,Normal,Low,no
2120,no,Equal,Severe,High,Oligaemic,no,yes,12+,<5,>=7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
2121,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,Fallot,no,11-30_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2122,no,Equal,Moderate,Normal,Normal,no,no,5-12,5-12,<7.5,Normal,Fallot,no,4-10_days,no,None,Mild,Normal,Normal,no
2123,no,Equal,Severe,Normal,Normal,no,no,5-12,5-12,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
2124,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,<5,>=7.5,Asy/Patchy,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2125,no,Equal,Moderate,High,Normal,no,no,5-12,<5,>=7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,yes
2126,no,Unequal,Severe,Normal,Plethoric,no,no,<5,<5,>=7.5,Plethoric,TGA,no,0-3_days,no,Rt_to_Lt,Transp.,Normal,High,yes
2127,no,Equal,Moderate,High,Oligaemic,no,no,5-12,5-12,>=7.5,Oligaemic,PAIVS,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
2128,no,Equal,Mild,Normal,Grd_Glass,no,no,12+,12+,<7.5,Grd_Glass,TAPVD,no,0-3_days,no,None,Complete,Abnormal,High,no
2129,no,Equal,Mild,Normal,Oligaemic,no,yes,12+,12+,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2130,yes,Equal,Mild,Normal,Plethoric,no,no,12+,5-12,<7.5,Asy/Patchy,TGA,no,0-3_days,no,None,None,Normal,High,no
2131,no,Equal,Moderate,Low,Oligaemic,no,yes,<5,5-12,<7.5,Oligaemic,Fallot,yes,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2132,no,Equal,Mild,Normal,Asy/Patch,yes,no,5-12,12+,<7.5,Asy/Patchy,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
2133,no,Equal,Moderate,Normal,Plethoric,no,yes,5-12,<5,<7.5,Plethoric,TGA,no,0-3_days,no,None,Complete,Normal,High,yes
2134,no,Equal,Severe,Normal,Normal,no,no,<5,<5,<7.5,Normal,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Normal,no
2135,no,Unequal,Moderate,High,Asy/Patch,yes,no,<5,5-12,>=7.5,Asy/Patchy,Lung,yes,0-3_days,no,Rt_to_Lt,Mild,Abnormal,Normal,no
2136,no,Unequal,Moderate,Normal,Normal,no,no,<5,5-12,<7.5,Normal,Lung,yes,0-3_days,no,Rt_to_Lt,Mild,Normal,Normal,yes
2137,no,Equal,Severe,Normal,Asy/Patch,no,yes,<5,<5,<7.5,Grd_Glass,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Normal,no
2138,yes,Equal,Moderate,Normal,Asy/Patch,no,no,5-12,<5,<7.5,Asy/Patchy,TAPVD,no,0-3_days,no,Rt_to_Lt,Complete,Congested,Low,yes
2139,no,Equal,Moderate,Normal,Oligaemic,no,no,<5,5-12,<7.5,Oligaemic,Fallot,yes,0-3_days,no,None,Complete,Normal,Low,no
2140,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,<5,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2141,no,Equal,Severe,Normal,Normal,yes,no,5-12,<5,<7.5,Normal,TGA,yes,0-3_days,no,None,Transp.,Normal,Normal,no
2142,no,Equal,Moderate,High,Normal,no,yes,5-12,12+,<7.5,Plethoric,PFC,no,0-3_days,yes,Lt_to_Rt,Mild,Normal,Low,yes
2143,no,Unequal,Moderate,Normal,Oligaemic,yes,yes,5-12,<5,<7.5,Oligaemic,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
2144,no,Equal,Moderate,High,Plethoric,no,yes,<5,5-12,>=7.5,Plethoric,TGA,no,0-3_days,yes,None,Complete,Normal,High,no
2145,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,<5,<7.5,Plethoric,TGA,no,4-10_days,no,None,Transp.,Normal,High,yes
2146,no,Equal,Moderate,Normal,Normal,no,no,5-12,5-12,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,yes
2147,no,Equal,Mild,Normal,Plethoric,no,no,<5,12+,>=7.5,Plethoric,TGA,no,0-3_days,no,Lt_to_Rt,Transp.,Normal,High,no
2148,no,Equal,Severe,Normal,Oligaemic,no,yes,5-12,<5,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2149,no,Equal,Moderate,Normal,Normal,no,no,5-12,5-12,<7.5,Normal,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
2150,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,PAIVS,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
2151,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,5-12,>=7.5,Plethoric,TGA,no,4-10_days,no,None,Complete,Normal,High,yes
2152,no,Equal,Moderate,Normal,Plethoric,no,no,<5,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
2153,no,Equal,Moderate,High,Normal,no,yes,5-12,5-12,>=7.5,Asy/Patchy,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2154,no,Equal,Severe,High,Oligaemic,no,no,12+,<5,>=7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
2155,no,Equal,Severe,Normal,Plethoric,no,no,<5,<5,<7.5,Asy/Patchy,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
2156,no,Equal,Severe,Normal,Oligaemic,no,no,5-12,<5,<7.5,Oligaemic,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
2157,no,Equal,Severe,Normal,Plethoric,yes,yes,<5,<5,<7.5,Normal,TGA,no,0-3_days,no,Lt_to_Rt,Transp.,Normal,High,yes
2158,no,Equal,Moderate,Low,Asy/Patch,no,yes,5-12,<5,<7.5,Asy/Patchy,Fallot,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2159,no,Equal,Severe,High,Plethoric,no,no,12+,<5,<7.5,Plethoric,TAPVD,no,11-30_days,no,None,Complete,Congested,High,yes
2160,no,Equal,Moderate,Normal,Oligaemic,yes,no,5-12,12+,<7.5,Oligaemic,Fallot,no,11-30_days,no,None,Complete,Normal,Low,no
2161,no,Equal,Mild,Normal,Oligaemic,no,no,12+,12+,<7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,yes
2162,no,Equal,Mild,Normal,Plethoric,no,no,12+,12+,<7.5,Plethoric,TGA,no,4-10_days,no,None,None,Normal,High,no
2163,no,Unequal,Mild,Normal,Normal,yes,no,<5,12+,>=7.5,Normal,PFC,yes,0-3_days,no,Rt_to_Lt,None,Abnormal,Low,no
2164,no,Equal,Mild,Normal,Normal,yes,yes,5-12,12+,<7.5,Normal,TGA,no,0-3_days,yes,None,Transp.,Congested,High,no
2165,no,Unequal,Mild,High,Asy/Patch,no,no,<5,<5,>=7.5,Plethoric,Lung,yes,4-10_days,no,Rt_to_Lt,None,Abnormal,Normal,no
2166,no,Equal,Moderate,High,Grd_Glass,no,no,5-12,5-12,>=7.5,Grd_Glass,Lung,no,11-30_days,no,Rt_to_Lt,Mild,Congested,Normal,no
2167,no,Equal,Moderate,High,Normal,no,no,5-12,5-12,>=7.5,Asy/Patchy,Fallot,no,4-10_days,no,None,Complete,Normal,Normal,no
2168,no,Equal,Severe,Normal,Plethoric,no,no,12+,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
2169,yes,Equal,Severe,Normal,Oligaemic,no,no,<5,12+,>=7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Mild,Normal,Low,no
2170,no,Equal,Severe,High,Asy/Patch,yes,no,<5,<5,>=7.5,Asy/Patchy,Fallot,yes,4-10_days,no,None,Complete,Abnormal,Low,no
2171,no,Equal,Moderate,Normal,Oligaemic,no,yes,<5,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2172,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Mild,Normal,High,no
2173,no,Equal,Severe,Normal,Oligaemic,yes,no,5-12,<5,<7.5,Oligaemic,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
2174,no,Equal,Moderate,High,Oligaemic,no,yes,5-12,5-12,>=7.5,Oligaemic,PAIVS,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2175,no,Equal,Moderate,High,Plethoric,no,yes,5-12,<5,>=7.5,Plethoric,TGA,no,11-30_days,yes,None,Mild,Normal,High,no
2176,no,Unequal,Moderate,High,Grd_Glass,yes,no,5-12,5-12,>=7.5,Grd_Glass,Lung,yes,0-3_days,no,Rt_to_Lt,Mild,Congested,Normal,yes
2177,no,Equal,Moderate,Normal,Normal,no,yes,5-12,5-12,<7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
2178,no,Equal,Mild,Normal,Grd_Glass,yes,no,12+,12+,<7.5,Oligaemic,TGA,yes,0-3_days,no,None,Complete,Abnormal,High,no
2179,no,Equal,Severe,Normal,Oligaemic,no,yes,5-12,<5,<7.5,Asy/Patchy,TGA,no,4-10_days,yes,None,Transp.,Normal,Low,no
2180,no,Unequal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
2181,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,Fallot,no,11-30_days,yes,Lt_to_Rt,Mild,Normal,Low,no
